"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"7008","The 15 pediatric deaths reported during week 8 bring the total this season to 56. Eight were linked to an influenza… https://t.co/ZWPEXGdJmF",FALSE,2,NA,2019-03-07 00:04:55,TRUE,NA,"1103446393727926277",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","NursesWhoVax",2,FALSE,FALSE,NA,NA
"7009","Buddy really said “I think I have the flu but ehhh not really maybe just a half flu” ... um  what? <U+0001F643> lol men are dumb.",FALSE,4,NA,2019-03-07 00:04:48,FALSE,NA,"1103446363981926406",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","simplystania",0,FALSE,FALSE,NA,NA
"7010","Ppl really be getting flu shots? I won’t EVER",FALSE,4,NA,2019-03-07 00:04:42,FALSE,NA,"1103446338304389120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","princesa_des",1,FALSE,FALSE,NA,NA
"7012","Life hack: want a flatter stomach in 7 days ? Just get the flu and you’ll be sneezing and coughing your way to victory",FALSE,3,NA,2019-03-07 00:04:37,FALSE,NA,"1103446316322041856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","halesfait",0,FALSE,FALSE,NA,NA
"7014","@ChrisKirschner But wasn’t it just the flu?",FALSE,0,"ChrisKirschner",2019-03-07 00:04:17,FALSE,"1103445961181937664","1103446231941025792","3345999657","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","285IVE",0,FALSE,FALSE,NA,NA
"7016","I literally had to sing in order to convince peeps at the office I‘m not fighting a cold &amp; flu. My allergies got me looking dead. <U+0001F927>",FALSE,0,NA,2019-03-07 00:04:08,FALSE,NA,"1103446194376847360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChampKat1",0,FALSE,FALSE,NA,NA
"7018","The minutes right before an interview call reminds me of my childhood. It reminds me of when I had to take a shot a… https://t.co/XLOoMSrejc",FALSE,0,NA,2019-03-07 00:03:59,TRUE,NA,"1103446158926438400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","roohamiri",0,FALSE,FALSE,NA,NA
"7020","@AladdinSaneNZ checking in to see how you're going? Have they decided it is the flu yet? https://t.co/9NLDl5miXQ",FALSE,2,"AladdinSaneNZ",2019-03-07 00:03:55,FALSE,NA,"1103446138886139904","1059341534837915648","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MelBailey",0,FALSE,FALSE,NA,NA
"7021","Tired i feel like MJ n da 96 finals flu game https://t.co/fyysFB8v6w",FALSE,0,NA,2019-03-07 00:03:52,FALSE,NA,"1103446127221895168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_YoungCJ",0,FALSE,FALSE,NA,NA
"7022","@10is_whiskey Hi Sunny, im too sick to leave the house, but there is a special 24 hour number i can call if needed.… https://t.co/vODWaX0jXe",FALSE,0,"10is_whiskey",2019-03-07 00:03:46,TRUE,"1103402528715259904","1103446101284261890","3111376883","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","claire88cairns",0,FALSE,FALSE,NA,NA
"7023","@El_Influenza Yep. I got what Pops has got, but in a diff place, so they check it annually to make sure it aint gro… https://t.co/CfbOUA86Wo",FALSE,1,"El_Influenza",2019-03-07 00:03:43,TRUE,"1103444536641105925","1103446090844721153","1070699989796577280","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lrj4th",0,FALSE,FALSE,NA,NA
"7025","BREAKING: FDA Sued as CDC Recommends Untested, Unlicensed Flu Vaccine for Pregnant Women https://t.co/mvNjoYJUY1",FALSE,0,NA,2019-03-07 00:03:16,FALSE,NA,"1103445976612782080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pinksky4U",0,FALSE,FALSE,NA,NA
"7026","@bbcottt I even got the flu shot but idk <U+0001F912>",FALSE,0,"bbcottt",2019-03-07 00:03:10,FALSE,"1103445806605107200","1103445951665057792","603099844","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lizpugh27",0,FALSE,FALSE,NA,NA
"7028","When all symptoms point to the flu, but you test negative for it.   Just sick <U+0001F637>",FALSE,0,NA,2019-03-07 00:03:06,FALSE,NA,"1103445933877067776",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ShaniScoville",0,FALSE,FALSE,NA,NA
"7029","This Is the Truth About Vaccines https://t.co/AftDB6HNt4 https://t.co/4K4w4YqMPI",FALSE,0,NA,2019-03-07 00:03:04,FALSE,NA,"1103445925278564352",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","zyiteblog",0,FALSE,FALSE,NA,NA
"7030","I feel like I’m dying over and over again. #Flu",FALSE,0,NA,2019-03-07 00:02:55,FALSE,NA,"1103445890084282368",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","LaceyMartinez",0,FALSE,FALSE,NA,NA
"7031","Just in case you missed my announcement, Ill be back to streaming next week. Giving my vocal cords some rest from t… https://t.co/nTwgrBtqkY",FALSE,22,NA,2019-03-07 00:02:50,TRUE,NA,"1103445865648218113",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KiroKnightbow",1,FALSE,FALSE,NA,NA
"7033","*I’ve had the flu",FALSE,2,"WACKYDOLS",2019-03-07 00:02:42,FALSE,"1103445400290291715","1103445832924307457","1066847659280003074","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WACKYDOLS",0,FALSE,FALSE,NA,NA
"7034","JT had to get his second dose of the flu shot and he weighed 20 lbs. Where did my baby go? <U+0001F62D>",FALSE,0,NA,2019-03-07 00:02:33,FALSE,NA,"1103445795683094528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","autumnr1109",0,FALSE,FALSE,NA,NA
"7035","Opinion | This Is the Truth About Vaccines - The New York Times https://t.co/yQgp3k1728",FALSE,5,NA,2019-03-07 00:02:32,FALSE,NA,"1103445793955024896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CindyLeifer",2,FALSE,FALSE,NA,NA
"7036","Bruh this flu has me smelling all kinds of things including nyama choma",FALSE,0,NA,2019-03-07 00:02:31,FALSE,NA,"1103445788074672128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sttweets_",0,FALSE,FALSE,NA,NA
"7039","@Wethepeoplehope (2) Watch for worsening symptoms after improvement; may indicate a secondary post-influenza infect… https://t.co/NqoUWALur2",FALSE,0,"ReasonablePers8",2019-03-07 00:02:18,TRUE,"1103444017612636160","1103445732470616064","1028420753396359168","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ReasonablePers8",0,FALSE,FALSE,NA,NA
"7041","I had to not only go out, with the flu to buy a snake and fix my own dame shit. And spent 3 hours cleaning my bathr… https://t.co/NLuTRKB6xH",FALSE,0,NA,2019-03-07 00:02:14,TRUE,NA,"1103445714556932097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bendito_Blessed",0,FALSE,FALSE,NA,NA
"7044","@heckyessica My Ex would say yes",FALSE,2,"heckyessica",2019-03-07 00:02:03,FALSE,"1103445197319536642","1103445669115846656","845689249","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","El_Influenza",0,FALSE,FALSE,NA,NA
"7045","Right before the flu hit, I had the privilege of climbing with yescanary at Mount Diablo @ Mt Diablo State Park https://t.co/EmzNa2EA9W",FALSE,1,NA,2019-03-07 00:01:46,FALSE,NA,"1103445600496959489",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","underpickled",0,FALSE,FALSE,"-122.05143","37.92685"
"7046","#KRQENewsBriefs Higher than average flu activity reported in New Mexico https://t.co/EgjwdCQkaI",FALSE,1,NA,2019-03-07 00:01:28,FALSE,NA,"1103445522088632321",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","krqe",0,FALSE,FALSE,NA,NA
"7050","Thank you all for the well wishes! I am feeling the best today than I have in days. I’m rather agitated that I can’… https://t.co/C8V5nQrhKT",FALSE,14,NA,2019-03-07 00:01:11,TRUE,NA,"1103445453474070528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SchristianAna",0,FALSE,FALSE,NA,NA
"7051","@yourstruly__x04 @PrettyboiiDB_9 I can feel the on set flu symptoms comin from just lookin at the loogie <U+0001F922>",FALSE,1,"yourstruly__x04",2019-03-07 00:01:11,FALSE,"1103443613764194304","1103445452542930950","471557101","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_yungsenseii",1,FALSE,FALSE,NA,NA
"7052","Very important+good that 3 of highest ranking USG health officials are committing to countering vaccine misinformat… https://t.co/swWDL0AMWT",FALSE,216,NA,2019-03-07 00:01:08,TRUE,NA,"1103445437854420993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","T_Inglesby",50,FALSE,FALSE,NA,NA
"7053","So I’ve has the flu for almost a week now and it sucks sooo so bad, but what makes it even worse is that I’m in a m… https://t.co/hIkT6YgvhT",FALSE,12,NA,2019-03-07 00:00:59,TRUE,NA,"1103445400290291715",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WACKYDOLS",0,FALSE,FALSE,NA,NA
"7054","Lol that shit flu https://t.co/ai5UHQnr6Q",FALSE,0,NA,2019-03-07 00:00:57,FALSE,NA,"1103445392384053248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ItsHowieBaby",0,FALSE,FALSE,NA,NA
"7056","I dont feel good i hope i dont have the flu omg",FALSE,0,NA,2019-03-07 00:00:48,FALSE,NA,"1103445357063819269",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shanaethetruth",0,FALSE,FALSE,NA,NA
"7057","Try out this traditional chicken soup to keep you warm during these winter months. This recipe is great when you're… https://t.co/WTIH0w0z2t",FALSE,2,NA,2019-03-07 00:00:39,TRUE,NA,"1103445317163368448",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","BCChickenSquad",0,FALSE,FALSE,NA,NA
"7058","#Fluseason is upon us and germs are coming at us from all directions. It's well worth arming yourself against aches… https://t.co/yRU4raYuPc",FALSE,0,NA,2019-03-07 00:00:38,TRUE,NA,"1103445313707106304",NA,"<a href=""http://hearsaysystems.com"" rel=""nofollow"">Hearsay Social</a>","ElvisGarciaIns",0,FALSE,FALSE,NA,NA
"7060","https://t.co/8lgBV3PRbs: Portland hospitals packed from flu and population growth.
https://t.co/BV56H4Qs0t

via @GoogleNews",FALSE,0,NA,2019-03-07 00:00:36,FALSE,NA,"1103445305305882625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TomClar02539279",0,FALSE,FALSE,NA,NA
"7061","Azrielle has the Flu. Poor baby!",FALSE,0,NA,2019-03-07 00:00:30,FALSE,NA,"1103445280442195968",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Murielswraps",0,FALSE,FALSE,NA,NA
"7063","Every time you get the flu you should pay David Cronenberg royalties.",FALSE,0,NA,2019-03-07 00:00:20,FALSE,NA,"1103445238364950528",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","collinabullock",0,FALSE,FALSE,NA,NA
"7064","The flu is kicking me ass and truly the only thing you need to look at to know is the amount of homework I have due. <U+0001F62D>",FALSE,0,NA,2019-03-07 00:00:18,FALSE,NA,"1103445231230480384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MorganxLeanne",0,FALSE,FALSE,NA,NA
"7065","Due to a rise in the number of reported cases of flu and other respiratory viruses, IU Health Saxony Hospital is li… https://t.co/lsP66gqTIk",FALSE,1,NA,2019-03-07 00:00:17,TRUE,NA,"1103445227476566016",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","IU_HealthSaxony",0,FALSE,FALSE,NA,NA
"7066","People at work were not having me today, it’s just the flu <U+0001F9A0> tf. Grow up, come hug me.",FALSE,0,NA,2019-03-07 00:00:17,FALSE,NA,"1103445224750235650",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LuLuAlvarez0_0",0,FALSE,FALSE,NA,NA
"7068","Having the flu has allowed me to edit some photos since I’m stuck in bed so there’s something good. https://t.co/fIovhE0oXQ",FALSE,4,NA,2019-03-07 00:00:10,FALSE,NA,"1103445194714894342",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TyChalla804",0,FALSE,FALSE,NA,NA
"7069","We are publishing this press release at the request of Children’s Health Defense, headed by Robert F. Kennedy, Jr.,… https://t.co/LEZqkSfBeN",FALSE,0,NA,2019-03-07 00:00:09,TRUE,NA,"1103445193922146304",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","OregonVacTruth",0,FALSE,FALSE,NA,NA
"7070","Who the hell gets the flu while 10 weeks pregnant? <U+0001F62D> It is MISERABLE.",FALSE,0,NA,2019-03-07 00:00:07,FALSE,NA,"1103445184908591106",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KenzeyLorene",0,FALSE,FALSE,NA,NA
"7071","What do doctors do to avoid getting sick? Follow these simple habits to avoid the colds and flu…doctor’s orders:… https://t.co/66tVwN7G6U",FALSE,0,NA,2019-03-07 00:00:06,TRUE,NA,"1103445179917312000",NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","MonticelloDrugs",0,FALSE,FALSE,NA,NA
"7072","I may have caught the flu, but the flu can catch these hands <U+0001F624>",FALSE,10,NA,2019-03-07 00:00:02,FALSE,NA,"1103445163790213120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thetylerpointer",0,FALSE,FALSE,NA,NA
"7074","Study has shown that an effective prevention of #influenza is beneficial to lessen the substantial economic burden… https://t.co/Dmh218LGWD",FALSE,0,NA,2019-03-07 00:00:00,TRUE,NA,"1103445153719730177",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","O2OHS",0,FALSE,FALSE,NA,NA
"7075","2019 influenza vaccines | Australian Government Department of Health statement from the Chief Medical Officer https://t.co/YRzZaM9ZqR",FALSE,7,NA,2019-03-07 00:00:00,FALSE,NA,"1103445152822059008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NCIRS",5,FALSE,FALSE,NA,NA
"7076","@_goonlando Lmaoooo that should cover the rest of their flu season, I get it",FALSE,1,"_goonlando",2019-03-06 23:59:52,FALSE,"1103444202111881216","1103445120488259587","262454255","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ellejazmeyne",1,FALSE,FALSE,NA,NA
"7077","Researchers are using artificial intelligence to make a better flu vaccine https://t.co/Q9XosZC148",FALSE,0,NA,2019-03-06 23:59:46,FALSE,NA,"1103445097016778752",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","macbeestje",0,FALSE,FALSE,NA,NA
"7080","Please pray for my friend Vanessa. Her son, 31, passed this morning while awaiting a kidney transplant. Oh how Ness… https://t.co/5fnuXJwUr5",FALSE,2,NA,2019-03-06 23:59:27,TRUE,NA,"1103445016075272192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OffTheHardRoad",0,FALSE,FALSE,NA,NA
"7081","I got my flu shot today. 

SUCK IT, ANTI-VAXXERS!! 

#Vaccinated 
#ScienceSupporter",FALSE,1,NA,2019-03-06 23:59:09,FALSE,NA,"1103444940934254592",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Nerikull",0,FALSE,FALSE,NA,NA
"7082","Me and my daughter both have the flu, pray for us cause we really going through it <U+0001F641>",FALSE,4,NA,2019-03-06 23:59:07,FALSE,NA,"1103444933803941888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aanil_eve",0,FALSE,FALSE,NA,NA
"7083","I think I’m the only non-sick person in this clinic, everyone else is dying from the flu and I’m TERRIFIED",FALSE,0,NA,2019-03-06 23:59:02,FALSE,NA,"1103444911288803328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","notamberp",0,FALSE,FALSE,NA,NA
"7084","Probably not going to be streaming for a few days, gotten sick last night. Hopefully not the flu <U+0001F637><U+0001F637><U+0001F637><U+0001F927><U+0001F927><U+0001F927>",FALSE,14,NA,2019-03-06 23:58:54,FALSE,NA,"1103444875633135618",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sZapman",0,FALSE,FALSE,NA,NA
"7090","@norvina1 was planning to go into store and buy the whole collection in person but the stomach flu got me. I guess… https://t.co/65nkuLoYeX",FALSE,0,"norvina1",2019-03-06 23:58:26,TRUE,NA,"1103444762248437760","2516590279","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","reyribz",0,FALSE,FALSE,NA,NA
"7091","Our children, and our children’s children, have the opportunity to grow up in a world that is free from polio, meas… https://t.co/ZO9anNG6KE",FALSE,17,NA,2019-03-06 23:58:09,TRUE,NA,"1103444688596582402",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HHS_ASH",15,FALSE,FALSE,NA,NA
"7092","Y'all
Last year around this time I was on experimental drugs due to getting both strains of the flu at the same tim… https://t.co/l8sR3T0rd4",FALSE,0,NA,2019-03-06 23:58:07,TRUE,NA,"1103444682435190784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TaviKat33",0,FALSE,FALSE,NA,NA
"7094","Questions about phlegm? We have got answers https://t.co/ZgJLTASQRn https://t.co/TrG0eEuEH3",FALSE,0,NA,2019-03-06 23:57:53,FALSE,NA,"1103444621613584384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AdamsBlessing15",0,FALSE,FALSE,NA,NA
"7097","Rather catch the flu not feelings <U+0001F624> https://t.co/BF7nwHJPOV",FALSE,0,NA,2019-03-06 23:57:38,FALSE,NA,"1103444557839167489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VenomZM",0,FALSE,FALSE,NA,NA
"7099","@lrj4th Every damn year...",FALSE,1,"lrj4th",2019-03-06 23:57:33,FALSE,"1103444431657725957","1103444536641105925","993108765271515136","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","El_Influenza",0,FALSE,FALSE,NA,NA
"7102","Do not see Covington in starting line up for Y St. He missed last with flu. He is of mega importance",FALSE,9,NA,2019-03-06 23:57:30,FALSE,NA,"1103444523609337857",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bostonred88",2,FALSE,FALSE,NA,NA
"7106","@El_Influenza That damn prep",FALSE,1,"El_Influenza",2019-03-06 23:57:08,FALSE,"1103443942966738944","1103444431657725957","1070699989796577280","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lrj4th",0,FALSE,FALSE,NA,NA
"7108","This is how it looks when your kid passes the flu to you. Liliana &gt;Mommy https://t.co/myOXWj1Z56",FALSE,2,NA,2019-03-06 23:57:04,FALSE,NA,"1103444415320862721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JThibodeauxNews",0,FALSE,FALSE,NA,NA
"7109","@Knifey_McGee oh right theres aluminum in flu vaccines to lol i forgot that also not good for us",FALSE,0,"Knifey_McGee",2019-03-06 23:57:00,FALSE,"1103442152938442752","1103444399168634889","1088878822433280000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Crazyinventorg2",0,FALSE,FALSE,NA,NA
"7110","Actually I was out of work three days for the flu but otherwise Ive been getting after it day in and day out",FALSE,0,"Kevin_Timm",2019-03-06 23:56:45,FALSE,"1103444123510550528","1103444334861529088","97046418","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kevin_Timm",0,FALSE,FALSE,NA,NA
"7111","HOW DID I ACTUALLY CATCH THE FLU",FALSE,2,NA,2019-03-06 23:56:44,FALSE,NA,"1103444331573141505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SowahLassey",0,FALSE,FALSE,NA,NA
"7113","After some post office madness coz this pendant is from Singapore I FINALLY got my charm for New Year
And since thi… https://t.co/d4MceusVqP",FALSE,4,NA,2019-03-06 23:56:19,TRUE,NA,"1103444226233286658",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mohalyak",0,FALSE,FALSE,NA,NA
"7114","@pipandbaby Two or THIRTY times!",FALSE,0,"pipandbaby",2019-03-06 23:56:14,FALSE,"1103443543224434688","1103444204758421505","16419140","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","El_Influenza",0,FALSE,FALSE,NA,NA
"7115","@Dr_ScottK @TheRealTomRex @JoywheatJw Or the fact that there's no thimerosal in any vaccines except a couple of inf… https://t.co/GoE4bhoQtB",FALSE,1,"Dr_ScottK",2019-03-06 23:56:06,TRUE,"1103391840592633856","1103444174433648640","3010780784","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SciencePharmer",0,FALSE,FALSE,NA,NA
"7116","@KellyAMangan Oh no, so sorry to hear that Kelly. My 18 month old had the flu a few weeks ago. Thankfully the flu s… https://t.co/D60yIxNmYr",FALSE,1,"KellyAMangan",2019-03-06 23:56:01,TRUE,"1103439131919740928","1103444150907748352","878836232","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lhlavoie",0,FALSE,FALSE,NA,NA
"7117","Although it feels kinda badass to have had a cold and the flu and this shit all in a four-month period yet still go… https://t.co/fSTbLVEA2s",FALSE,0,NA,2019-03-06 23:55:54,TRUE,NA,"1103444123510550528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kevin_Timm",0,FALSE,FALSE,NA,NA
"7120","I was supposed to see Luke combs tonight but I got the flu <U+0001F641>",FALSE,5,NA,2019-03-06 23:55:38,FALSE,NA,"1103444054937866242",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kjircik",0,FALSE,FALSE,NA,NA
"7121","Pho is proven to be the best cure to the common flu https://t.co/o9NOBYeBP6",FALSE,4,NA,2019-03-06 23:55:35,FALSE,NA,"1103444041067245568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MouaKyle",0,FALSE,FALSE,NA,NA
"7123","Got sick with the flu, I don't get vaccines, but I never get sick. I didn't know how I got it. A whole week of suff… https://t.co/mWnUIsnTUT",FALSE,0,NA,2019-03-06 23:55:32,TRUE,NA,"1103444029860003840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","foxythe02894005",0,FALSE,FALSE,NA,NA
"7124","Baby fever but no flu <U+0001F64F> Mama has a cold, acho! Waiting in the car, Daddy runs in for meds and Cheetos <U+0001F605>",FALSE,4,NA,2019-03-06 23:55:26,FALSE,NA,"1103444007215091713",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JenWike",0,FALSE,FALSE,NA,NA
"7125","We were told today that Ally has type A flu. Send for help. Mainly for me. https://t.co/EirkktulmE",FALSE,3,NA,2019-03-06 23:55:22,FALSE,NA,"1103443986415382528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","makeitsoo",0,FALSE,FALSE,NA,NA
"7126","@melifix @El_Influenza Thanks!",FALSE,1,"melifix",2019-03-06 23:55:17,FALSE,"1103443074766712833","1103443968526827520","790467060","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mllleonard603",0,FALSE,FALSE,NA,NA
"7128","Logan County just needs a big bucket of bleach poured on it because majority of the people in it has the flu, strep… https://t.co/X0yqLBJo7Y",FALSE,2,NA,2019-03-06 23:55:12,TRUE,NA,"1103443945034518528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jordin_mounts",2,FALSE,FALSE,NA,NA
"7129","My next colonoscopy will be contracted out to NASA from the VA. <U+0001F612> https://t.co/O72FNTLfbc",FALSE,1,NA,2019-03-06 23:55:11,FALSE,NA,"1103443942966738944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","El_Influenza",0,FALSE,FALSE,NA,NA
"7130","@ShaneDietrich9 Wasabi and sushi. It sounds weird but wasabi has been my secret to fighting the common cold and flu… https://t.co/wBZ8MGyrRw",FALSE,2,"ShaneDietrich9",2019-03-06 23:55:10,TRUE,"1103242641364393984","1103443937736445952","1090422088064815104","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mjspickett",1,FALSE,FALSE,NA,NA
"7132","Herd immunity: Why getting the flu shot isn't all about you https://t.co/BSiM4sW8cT",FALSE,0,NA,2019-03-06 23:55:06,FALSE,NA,"1103443921215074304",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","andress75228",0,FALSE,FALSE,NA,NA
"7133","#REPOST via amorxnesha (IG)

In order to protect myself and others against the flu, I make sure I am up to date wit… https://t.co/phowvY2v3K",FALSE,0,NA,2019-03-06 23:54:57,TRUE,NA,"1103443884926029824",NA,"<a href=""https://www.socialreport.com"" rel=""nofollow"">SocialReport.com</a>","stopflunow",0,FALSE,FALSE,NA,NA
"7135","The one day I wasn’t on the floor bc of the flu <U+0001F643><U+0001F643><U+0001F643> https://t.co/kQ7U65vv7K",FALSE,9,NA,2019-03-06 23:54:44,FALSE,NA,"1103443827040358400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kristopher_DH",0,FALSE,FALSE,NA,NA
"7137","Fucking flu....",FALSE,0,NA,2019-03-06 23:54:18,FALSE,NA,"1103443720198856705",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bigdan060207",0,FALSE,FALSE,NA,NA
"7139","@proofcabello this is why we get flu shots kids.",FALSE,0,"proofcabello",2019-03-06 23:54:10,FALSE,"1103443229154951168","1103443687491715072","807376754205749248","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stannormila",0,FALSE,FALSE,NA,NA
"7140","Gots duh flu<U+0001F625>",FALSE,0,NA,2019-03-06 23:54:07,FALSE,NA,"1103443672295710722",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MacquellaL",0,FALSE,FALSE,NA,NA
"7141","That's AWESOME work! https://t.co/06QYYbxAKP",FALSE,0,NA,2019-03-06 23:54:02,FALSE,NA,"1103443652846731265",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","El_Influenza",0,FALSE,FALSE,NA,NA
